item	code	label_en	label_fr	label_de	label_nl	label_es	description_en	description_fr	description_de	description_nl	description_es
http://www.wikidata.org/entity/Q107550055	sat-beng	Santali in Bengali script	santali in Bengali script		Santali in Bengaals schrift						
http://www.wikidata.org/entity/Q33902	skr	Saraiki	saraiki	Saraiki	Saraiki	seraikí	Indo-Aryan language spoken in Pakistan	langue	indogermanische Sprache	taal	idioma humano
http://www.wikidata.org/entity/Q113406611	skr	Saraiki Shahmukhi					Perso-Arabic script based orthography for Saraiki, extended from the Shahmukhi orthography for Punjabi				
http://www.wikidata.org/entity/Q33976	sc	Sardinian	sarde	Sardisch	Sardijns	sardo	Romance language indigenous to the island of Sardinia	langue romane parlée dans la plupart de l'île de Sardaigne	romanische Sprache auf Sardinien	taal	lengua romance hablada en la isla de Cerdeña (Italia)
http://www.wikidata.org/entity/Q33873	srh	Sarikoli	sariqoli			idioma sarikoli	language	langue iranienne	indogermanische Sprache	taal	miembro de subgrupo Pamir de idiomas iranios orientales
http://www.wikidata.org/entity/Q845441	sdc	Sassarese	sassarais	Sassaresisch	Sassarees	sasarés	transitional dialect of Corsican, closely related to Sardinian	langue romane	Sardisch-korsischer Übergangsdialekt, Varietät des Korsischen bzw. eigenständige romanische Sprache	taal	lengua romance hablada en la región de Sácer, Cerdeña
http://www.wikidata.org/entity/Q27154	stq	Saterland Frisian	frison saterlandais	Saterfriesisch	Saterfries	dialecto frisón saterlandés	last living dialect of the East Frisian language	langue germanique	Mundart der ostfriesischen Sprache	Friese taalvariant	dialecto frisón oriental, último superviviente de esta rama, hablado en el municipio de Saterland, Baja Sajonia, Alemania
http://www.wikidata.org/entity/Q14549	sco	Scots	écossais	Scots	Schots	escocés	West Germanic language	langue germanique occidentale	westgermanische Sprache in Schottland und Nordirland	taal	lengua germánica
http://www.wikidata.org/entity/Q9314	gd	Scottish Gaelic	gaélique écossais	Schottisch-Gälisch	Schots-Gaelisch	gaélico escocés	Goidelic Celtic language of Scotland	langue celtique d'Écosse	goidelischer Zweig der inselkeltischen Sprachen	taal	lengua celta
http://www.wikidata.org/entity/Q716686	trv	Seediq	seediq		Taroko	Idioma seediq	language	langue atayalique	Sprache	taal	lengua
http://www.wikidata.org/entity/Q9299	sr	Serbian	serbe	Serbisch	Servisch	serbio	standardized variety of Serbo-Croatian language used by Serbs	langue slave	Standardvarietät aus dem südslawischen Zweig der slawischen Sprachen	officiële taal van Servië en Montenegro	variante estándar del serbocroata usado en Serbia
http://www.wikidata.org/entity/Q21161942	sr-ec	Serbian in Cyrilic script	serbe en écriture cyrillique		Servisch geschreven in Cyrillisch schrift		written Serbian language form	ortographe de la langue serbe			
http://www.wikidata.org/entity/Q21161949	sr-el	Serbian in Latin script	serbe - écriture latine		Servisch geschreven in Latijns schrift		written Serbian language form	langue			
http://www.wikidata.org/entity/Q9301	sh	Serbo-Croatian	serbo-croate	Serbokroatisch	Servo-Kroatisch	serbocroata	South Slavic language	langue slave méridionale	südslawische Sprache	taal	lengua eslava hablada en los países de la ex-Yugoslavia
http://www.wikidata.org/entity/Q36583	sei	Seri	seri	Seri	Seri	seri	indigenous Mexican language	langue isolée parlée au Mexique	mexikanische Sprache	taal	lengua indígena mexicana
http://www.wikidata.org/entity/Q34340	st	Sesotho	sotho du Sud	Sesotho	Zuid-Sotho	sesotho	Southern Bantu language	langue bantoue parlée en Afrique du Sud et au Lesotho	Sprache	taal	lengua bantú
http://www.wikidata.org/entity/Q34015	crs	Seychellois Creole	créole seychellois	Seychellenkreol	Seychellencreools	criollo seychelense	language	créole à base lexicale française	Sprache	taal	idioma humano
http://www.wikidata.org/entity/Q133800	pnb	Shahmukhi	shahmukhi	Schahmuchi	Shahmukhi	Shahmuji	writing system for Punjabi using a Perso-Arabic based script	système d’écriture pour la transcription du pendjabi en écriture arabo-persane	regionale Variante des arabischen Alphabets		
http://www.wikidata.org/entity/Q56482	shn	Shan	shan	Shan	Shan	shan	Kra-Dai language mainly spoken in Shan State, Myanmar	langue taï-kadaï	Sprache	taal	lengua tai
http://www.wikidata.org/entity/Q33274	shy	Shawiya	chaoui	Schawiya	Shawiya	chaoui	Zenati variety of the Tamazight language spoken by the Shawi Berbers of the Awras region of eastern Algeria	langue berbère parlée par les Chaouis	Berber-Sprache	Berbertaal	idioma bereber hablado en el este de Argelia
http://www.wikidata.org/entity/Q64363002	shy-latn	Shawiya in Latin script	chaoui en alphabet latin		Shawiya in Latijns schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q36705	sth	Shelta	shelta	Shelta	Shelta	shelta	minority constructed language traditionally spoken by Irish Travellers	langue	Sprache	taal	idioma humano
http://www.wikidata.org/entity/Q3069598	scz	Shetlandic	shetlandais	Shetländisch	Shetlands	shetlandés	mixed Germanic language of the Shetland Islands	langue germanique mixte des Shetland	gemischte germanische Sprache der Shetlandinseln	gemengde Germaanse taal van de Shetlandeilanden	lengua germánica mixta de las islas Shetland
http://www.wikidata.org/entity/Q34004	sn	Shona	shona	Shona	Shona	shona	Bantu language of Zimbabwe and Mozambique	langue bantoue	Afrikanische Bantusprache	taal	idioma
http://www.wikidata.org/entity/Q34053	sgh	Shughni	shughni	Shughni		sugní	Eastern Iranian language	langue iranienne	indogermanische Sprache	taal	idioma
http://www.wikidata.org/entity/Q135196777	sgh-arab	Shughni in Arabic script									
http://www.wikidata.org/entity/Q135196765	sgh-cyrl	Shughni in Cyrillic									
http://www.wikidata.org/entity/Q135196768	sgh-latn	Shughni in Latin script									
http://www.wikidata.org/entity/Q1194341	ru-sib	Siberian	sibérien		Siberisch		constructed language	langue construite		kunsttaal	
http://www.wikidata.org/entity/Q4418344	sty	Siberian Tatar	tatar de Sibérie	Sibirisches Tatarisch	Siberisch-Tataars	tártaro de Siberia	Turkic language spoken in Siberia	langue turque	Sprache	taal	lengua
http://www.wikidata.org/entity/Q33973	scn	Sicilian	sicilien	Sizilianisch	Siciliaans	siciliano	Extreme Southern Italian language spoken in Sicily and surrounding islands	langue	romanische Sprache	taal	lengua romance
http://www.wikidata.org/entity/Q33786	sid	Sidamo	sidama	Sidama	Sidamo	Idioma sidamo	language	langue afro-asiatique	Sprache	taal	lengua
http://www.wikidata.org/entity/Q30319	szl	Silesian	silésien	Schlesisch	Silezisch	silesio	West Slavic ethnolect	langue slave régionale de Haute-Silésie proche du polonais	westslawische Sprache	Slavische taal	idioma
http://www.wikidata.org/entity/Q152965	sli	Silesian German	silésien	Schlesisch	Silezisch-Duits	alemán silesio	German dialect or language spoken in Silesia	langue germanique	deutsche Mundart	taal	variedad lingüística del alemán hablada en Silesia
http://www.wikidata.org/entity/Q13414913	zh-hans	Simplified Chinese	chinois simplifié	vereinfachtes Chinesisch	vereenvoudigd Chinees	chino simplificado	written Chinese language using a simplified set of Chinese characters, used in People's Republic of China, Singapore, Malaysia	version simplifiée des hanzi			
http://www.wikidata.org/entity/Q56437	sjn	Sindarin	sindarin	Sindarin	Sindarijns	sindarin	fictional language from J.R.R. Tolkien's legendarium	langue fictive créée par J. R. R. Tolkien	fiktive Sprache aus J. R. R. Tolkiens Mittelerde	fictieve taal van J.R.R. Tolkien	lengua ficticia del legendarium de J. R. R. Tolkien
http://www.wikidata.org/entity/Q33997	sd	Sindhi	sindhi	Sindhi	Sindhi	sindhi	Indo-Aryan language spoken in Pakistan and India	langue indo-aryenne	indoarische Sprache	taal	idioma
http://www.wikidata.org/entity/Q1048980	zh-sg	Singaporean Mandarin	mandarin de Singapour			Mandarín singapurense	Chinese dialect spoken in Singapore				dialecto del chino mandarín hablado en Singapur
http://www.wikidata.org/entity/Q13267	si	Sinhala	singhalais	Singhalesisch	Singalees	cingalés	Indo-Aryan language native to Sri Lanka	langue indo-aryenne insulaire parlée au Sri Lanka	indoiranische Sprache in Sri Lanka	taal	lengua indoaria
http://www.wikidata.org/entity/Q716604	fos	Siraya	siraya	Siraya	Siraya	Idioma siraya	extinct Austronesian language of Taiwan	langue formosane de l'Est	Sprache	taal	lengua
http://www.wikidata.org/entity/Q3027953	srq	Sirionó	sirionó		Sirionó	sirionó	language	langue tupi	Sprache	taal	lengua boliviana
http://www.wikidata.org/entity/Q13271	sms	Skolt Sami	same skolt	Skoltsamisch	Skolt-Samisch	sami skolt	Sámi language spoken in Finland, Russia, Norway	langue de Finlande	samische Sprache in Finnland, Russland, Norwegen	taal	lengua sami
http://www.wikidata.org/entity/Q9338538	cu-pronunciation	Slavonic Phonetic Alphabet	alphabet phonétique slavistique	slavistisches phonetisches Alphabet	slavistisch fonetisch alfabet	alfabeto fonético eslavo	phonetic alphabet for Slavic languages	alphabet phonétique pour les langues slaves	phonetisches Alphabet für slawische Sprachen	fonetisch alfabet voor Slavische talen	
http://www.wikidata.org/entity/Q108519491	cu-nun	Slavonic musical notation	notation musicale slavonne				Musical notation of Slavs	notation musicale des anciens Slaves			
http://www.wikidata.org/entity/Q111524983	cu-num	Slavonic numerals					Slavonic numerical and dating system				
http://www.wikidata.org/entity/Q9058	sk	Slovak	slovaque	Slowakisch	Slowaaks	eslovaco	West Slavic language spoken in Slovakia	langue slave occidentale parlée en Slovaquie	westslawische Sprache der indogermanischen Sprachfamilie	taal	lengua eslava hablada en Eslovaquia
http://www.wikidata.org/entity/Q9063	sl	Slovene	slovène	Slowenisch	Sloveens	esloveno	South Slavic language spoken primarily in Slovenia	langue slave	südslawische Sprache	taal	lengua eslava meridional hablada en la República de Eslovenia
http://www.wikidata.org/entity/Q13275	so	Somali	somali	Somali	Somalisch	somalí	Afroasiatic language belonging to the Cushitic branch	langue couchitique	ostkuschitische Sprache in Somalia, Kenia, Äthiopien, Dschibuti	taal	lengua cusítica
http://www.wikidata.org/entity/Q36811	ckb	Sorani	sorani	Sorani	Sorani	sorani	Kurdish language spoken in Iraq and Iran	dialecte kurde, parlé par la majorité des habitants du sud et de l’est du Kurdistan (nord-est de l’Iraq et nord-ouest de l’Iran)	eine der drei kurdischen Sprachen, die zu den nordwestiranischen Sprachen gehören	taal	lengua que pertenece a la familia de lenguas indoeuropeas
http://www.wikidata.org/entity/Q25442	wen	Sorbian	sorabe	Sorbisch	Sorbisch	sorbio	Lechitic language spoken by the Sorbs	langue slave	westslawische Sprache	taal	grupo de lenguas
http://www.wikidata.org/entity/Q3449805	azb	South Azerbaijani	azéri du Sud	Südaserbaidschanisch	Zuid-Azerbeidzjaans		Turkic language	langue turque	südwesttürkische Turksprache	taal	lengua
http://www.wikidata.org/entity/Q18795	ko-kr	South Korean standard language	langue standard sud-coréenne	südkoreanisches Mandarin		surcoreano estándar	standard form of Korean in South Korea, based on the Seoul dialect		Sprache		variedad estándar del coreano
http://www.wikidata.org/entity/Q55633582	ajp	South Levantine Arabic	arabe levantin méridional			árabe levantino meridional	subdivision of Levantine Arabic				dialecto de la lengua árabe
http://www.wikidata.org/entity/Q1991779	alt	Southern Altai	altaï méridional	Südaltaisch	Zuid-Altajs		Kipchak Turkic language of the Altai Republic, Russia	langue turque	Sprache	taal	lengua
http://www.wikidata.org/entity/Q6144345	en-us-so	Southern American English	anglais du Sud des États-Unis			Inglés del sur de EE.UU.	varieties of English spoken in the Southern United States	variétés de l'anglais américain			variedades de inglés habladas en el sur de los Estados Unidos
http://www.wikidata.org/entity/Q12634001	bcc	Southern Balochi	baloutche du Sud		Zuid-Beloetsji		group of Balochi dialects	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q1496597	sdh	Southern Kurdish	kurde du Sud	Südkurdisch	Zuid-Koerdisch		variety of Kurdish comprising several dialects of Northwestern Iranian languages spoken in the south of Kurdistan (in upper Mesopotamia, to the west of Iran and east of Iraq)	variété du kurde comprenant plusieurs dialectes parlés au sud du Kurdistan (en haute Mésopotamie, à l'ouest de l'Iran et l'est de l'Irak)	eine der drei kurdischen Sprachen, die zu den nordwestiranischen Sprachen gehören	taal	lengua
http://www.wikidata.org/entity/Q12952748	luz	Southern Luri	lori du Sud	Südliches Lori	Zuid-Luri		language spoken in Iran	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q36495	zh-min-nan	Southern Min	minnan	Min Nan	Minnanyu	chino min nan	branch of the Min Chinese language	langue chinoise du groupe min	südchinesische Min-Sprache	taal	grupo dialectal de las lenguas siníticas
http://www.wikidata.org/entity/Q36495	nan	Southern Min	minnan	Min Nan	Minnanyu	chino min nan	branch of the Min Chinese language	langue chinoise du groupe min	südchinesische Min-Sprache	taal	grupo dialectal de las lenguas siníticas
http://www.wikidata.org/entity/Q36785	nr	Southern Ndebele	nrebele	Süd-Ndebele	Zuid-Ndebele	ndebele del Sur	language belonging to the Nguni group of Bantu languages, one of the official languages of South Africa	langue bantoue du groupe sotho-tswana	Bantusprache	taal	lengua bantú
http://www.wikidata.org/entity/Q36806	qu	Southern Quechua	quechua du Sud	südliches Quechua		quechua sureño	language family	famille de langues	Sprache		variedad del quechua
http://www.wikidata.org/entity/Q13293	sma	Southern Sami	same du Sud	Südsamisch	Zuid-Samisch	sami meridional	endangered Uralic language of Scandinavia	langue same parlée par environ 500 personnes en Suède et en Norvège	samische Sprache in Norwegen, Schweden	taal	lengua ugrofinesa
http://www.wikidata.org/entity/Q56508	sou	Southern Thai	thaï du Sud	Südthailändisch	Zuidelijk Thai		language	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q31091048	tce	Southern Tutchone	tutchone du Sud			tutchone meridional	language	langue athapascane	Sprache	taal	lengua
http://www.wikidata.org/entity/Q1066787	uzs	Southern Uzbek	ouzbek du Sud	Südusbekisch			Variant of the Uzbek language spoken in modern day Afghanistan	langue turque de l'Afghanistan	Turksprache Afghanistans	taal	lengua
http://www.wikidata.org/entity/Q1321	es	Spanish	espagnol	Spanisch	Spaans	español	Romance language originating in the Iberian Peninsula	langue romane	romanische Sprache, die vor allem in Spanien und vielen Ländern Lateinamerikas gesprochen wird	taal in de Romaanse taalgroep	lengua romance originaria de la península ibérica
http://www.wikidata.org/entity/Q64427343	es-formal	Spanish (formal address)			Spaans (formeel)		Spanish using formal "you"				
http://www.wikidata.org/entity/Q33989	srn	Sranan Tongo	sranan	Sranantongo	Sranantongo	Sranan tongo	creole language spoken in Suriname	langue créole au Suriname	Sprache in Suriname	taal gesproken in Suriname	lengua criolla de base inglesa hablada en Surinam
http://www.wikidata.org/entity/Q123474569	zsm	Standard Malay					the standard variety of Malay language				
http://www.wikidata.org/entity/Q15065	ms-my	Standard Malay	malaisien	Malaiisch malaysisch	Maleis	malayo malasia	Standard Malay is the official language in Malaysia, Singapore and Brunei, while Bahasa Malaysia is only used in Malaysia.	dialecte dans la langue malaise , langue officielle de la Malaisie telle que définie dans l'article 152 de la Constitution malaisienne "la langue officielle est la langue malaise"	Dialekt innerhalb der malaiischen Sprache, Amtssprache Malaysias gemäß Definition in Artikel 152 der malaysischen Verfassung "Die Amtssprache ist die malaiische Sprache"	officiële taal van Maleisië	
http://www.wikidata.org/entity/Q7598268	zgh	Standard Moroccan Tamazight	amazighe standard marocain	marokkanisches Amazigh	Standaard Amazigh	Amazig estándar marroquí	standardised form of Amazigh language of Morocco (including all regional accents), written in Tifinagh alphabet	forme standardisée de la langue berbère marocaine (toutes formes régiolectales), utilisant l'alphabet tifinagh	Sprache	door de Marokkaanse overheid gestandaardiseerde Berbertaal	lengua
http://www.wikidata.org/entity/Q262828	zh-tw	Standard Taiwanese Mandarin	mandarin de Taïwan	taiwanisches Mandarin	Taiwanees Mandarijn	mandarín taiwanés	variety of Modern Standard Chinese serving as the official language of the Republic of China (Taiwan)	langue officielle de la république de Chine	Amtssprache in der Republik China (Taiwan)	officiële taal van Taiwan	
http://www.wikidata.org/entity/Q3565518	wa	Standard Walloon	wallon unifié	Standardwallonisch	Standaardwaals	valón estandarizado	standardized written variety of Walloon	variété écrite standardisée du wallon	standardisierte geschriebene Variante des Wallonischen	gestandaardiseerde geschreven variant van het Waals	variedad escrita estándar del valón
http://www.wikidata.org/entity/Q107549870	sux-latn	Sumerian in Latin script			Soemerisch in Latijns schrift						
http://www.wikidata.org/entity/Q34002	su	Sundanese	soundanais	Sundanesisch	Sundanees	sundanés	language spoken in Indonesia	langue	malayo-polynesischen Sprache	taal gesproken in het westen van Java	lengua malayo-polinesia hablada en Indonesia
http://www.wikidata.org/entity/Q690216	rm-surmiran	Surmiran	surmiran	Surmeirisch	Surmiraans	Supramirano	variant of Romansh	dialecte du romanche	bündner romanisches Idiom in Surmeir, Graubünden, Schweiz		dialecto romanche
http://www.wikidata.org/entity/Q688348	rm-sursilv	Sursilvan	sursilvan	Surselvisch	Surselvisch	Suprasilvano	variant of Romansh	dialecte du romanche	bündnerromanisches Idiom	dialect	dialecto del romanche
http://www.wikidata.org/entity/Q688272	rm-sutsilv	Sutsilvan	sutsilvan	Sutselvisch	Sutselvisch	Subsilvano	variant of Romansh	dialecte du romanche	Rumantsch-dialekt		
http://www.wikidata.org/entity/Q7838	sw	Swahili	swahili	Swahili	Swahili	suajili	Bantu language spoken mainly in East Africa	groupe de langues bantoues de l'Afrique de l'Est, fruit d'un métissage de langues africaines, d'arabe et de persan	Bantusprache, verbreitet in Ostafrika	taal	lengua bantú
http://www.wikidata.org/entity/Q34014	ss	Swazi	swati	Siswati	Swazi	suazi	language of the Swazi people	langue bantoue	Bantusprache	taal	lengua bantú
http://www.wikidata.org/entity/Q9027	sv	Swedish	suédois	Schwedisch	Zweeds	sueco	North Germanic language spoken in Sweden and Finland	langue nord-germanique parlée en Suède et en Finlande	nordgermanische Sprache, in Schweden und Finnland gesprochen	Noord-Germaanse taal	lengua germánica nórdica
http://www.wikidata.org/entity/Q387066	als	Swiss German	suisse allemand	Schweizerdeutsch	Zwitserduits	alemán de Suiza	Alemannic dialects spoken in the German-speaking part of Switzerland	groupe de dialectes alémaniques parlés en Suisse	Bezeichnung für die alemannischen Dialekte der Deutschschweiz	dialect	denominación de los dialectos alemanes de la Suiza germanófona
http://www.wikidata.org/entity/Q1366643	de-ch	Swiss High German	allemand standard suisse	Schweizer Hochdeutsch	Zwitsers Hoogduits	alemán estándar suizo	German as used in Switzerland, mainly as written language	langue allemande telle que écrite (ou utilisée) en Suisse	Standarddeutsch der Schweiz	taal	alemán estándar utilizado en Suiza, principalmente como lengua escrita
http://www.wikidata.org/entity/Q2044560	syl	Sylheti	sylheti	Sylheti	Sylheti	Idioma sylheti	Indo-Aryan language	langue indo-aryenne parlée à Sylhet (silote)	Sprache	Indo-Arische taal gesproken in Sylhet	Idioma indoario hablado en Sylhet
http://www.wikidata.org/entity/Q107549714	syl-beng	Sylheti in Bengali-Assamese script			Sylheti in Bengaals schrift		language in a particular script				
http://www.wikidata.org/entity/Q123848480	syl-deva	Sylheti in Devanagari script					language in a particular script				
http://www.wikidata.org/entity/Q120142383	syl-latn	Sylheti in Latin script			Sylheti in Latijns schrift		language in a particular script				
http://www.wikidata.org/entity/Q33538	syc	Syriac	syriaque	Syrisch	Syrisch	siríaco	dialect of Middle Aramaic	langue sémitique du Proche-Orient, appartenant au groupe des langues araméennes	Semitische Sprache	taal	conjunto de dialectos del arameo, un idioma semítico hablado en Oriente Medio
http://www.wikidata.org/entity/Q3505590	eo-hsistemo	System H	système H				alternative Esperanto orthography, where instead of the letters Ĉ/Ĝ/Ĥ/Ĵ/Ŝ/Ŭ with diacritics, one writes CH/GH/HH/JH/SH/U	système orthographique alternatif en espéranto, où les lettres diacritées Ĉ/Ĝ/Ĥ/Ĵ/Ŝ/Ŭ sont remplacées par CH/GH/HH/JH/SH/U			
http://www.wikidata.org/entity/Q3497763	eo-xsistemo	System X	Système X			Convención x	alternative Esperanto orthography, where instead of the letters Ĉ/Ĝ/Ĥ/Ĵ/Ŝ/Ŭ with diacritics, one writes CX/GX/HX/JX/SX/UX	système orthographique alternatif en espéranto, où les lettres diacritées Ĉ/Ĝ/Ĥ/Ĵ/Ŝ/Ŭ sont remplacées par CX/GX/HX/JX/SX/UX			sistema de escape de diacríticos en Esperanto
http://www.wikidata.org/entity/Q135972638	shi-arab	Tachelhit in Arabic script					language expressed in a particular script				
http://www.wikidata.org/entity/Q64363000	shi-latn	Tachelhit in Latin script	chleuh en alphabet latin		Tashelhiyt in Latijns schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q64363001	shi-tfng	Tachelhit in Tifinagh script	chleuh en tifinagh		Tashelhiyt in Tifinagh schrift		language expressed in a particular alphabet	la langue Tachelhit écrit en Tifinagh			
http://www.wikidata.org/entity/Q34057	tl	Tagalog	tagalog			tagalo	Austronesian language; native language of the Tagalog ethnic group	langue philippine	austronesische Sprache auf den Philippinen	taal	lengua austronesia
http://www.wikidata.org/entity/Q34128	ty	Tahitian	tahitien	Tahitianisch	Tahitiaans	tahitiano	language of French Polynesia without official language status	langue de la Polynésie française sans statut de langue officielle	Sprache	taal	lengua austronesia dentro del grupo malayo-polinesio oriental, hablada en la isla de Tahití
http://www.wikidata.org/entity/Q1975271	tvx	Taivoan	taivoan		Taivoaans	idioma taivoan	Formosan language	dialecte du siraya	Sprache	taal	lengua
http://www.wikidata.org/entity/Q9260	tg	Tajik	tadjik	Tadschikisch	Tadzjieks	tayiko	language spoken in Tajikistan	langue indo-européenne de la branche des langues iraniennes	moderne Varietät des Persischen	taal	lengua irania
http://www.wikidata.org/entity/Q64363004	tg-cyrl	Tajik in Cyrillic script	tadjik en alphabet cyrillique		Tadzjieks in Cyrillisch schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q64363005	tg-latn	Tajik in Latin script	tadjik en alphabet latin		Tadzjieks in Latijns schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q1063911	tzl	Talossan	talossien	Talossanisch	Talossaans	Idioma talosano	constructed language created by Robert Ben Madison in 1980	langue construite créée par Robert Ben Madison en 1980	Sprache	kunsttaal uit 1980 van Robert Ben Madison	
http://www.wikidata.org/entity/Q34318	tly	Talysh	talysh	Talisch	Talysjisch	talishi	Iranic language spoken in Northwestern Iran and Southeastern Azerbaijan	langue iranienne	Sprache	taal	idioma humano
http://www.wikidata.org/entity/Q107526557	tly-cyrl	Talysh in Cyrillic script	talysh en écriture cyrillique		Talysjisch in Cyrillisch schrift						
http://www.wikidata.org/entity/Q5885	ta	Tamil	tamoul	Tamil	Tamil	tamil	Dravidian language native to South India and Sri Lanka	langue dravidienne méridionale parlée par les Tamouls	dravidische Sprache	taal	lengua dravídica
http://www.wikidata.org/entity/Q36807	tar	Tarahumara	tarahumara	Tarahumara-Sprache		Idioma tarahumara	a Mexican Indigenous language of the Uto-Aztecan language family	langue uto-aztèque	Sprache	taal	raramuri
http://www.wikidata.org/entity/Q695526	it-x-tara	Tarantino	tarentin	Tarandíne	Tarantino	tarentino	Intermediate Southern Italian dialect of Taranto	dialecte italien méridional	romanische Sprache	dialect	dialecto románico
http://www.wikidata.org/entity/Q695526	nap-x-tara	Tarantino	tarentin	Tarandíne	Tarantino	tarentino	Intermediate Southern Italian dialect of Taranto	dialecte italien méridional	romanische Sprache	dialect	dialecto románico
http://www.wikidata.org/entity/Q695526	roa-tara	Tarantino	tarentin	Tarandíne	Tarantino	tarentino	Intermediate Southern Italian dialect of Taranto	dialecte italien méridional	romanische Sprache	dialect	dialecto románico
http://www.wikidata.org/entity/Q2087886	be-tarask	Taraškievica	orthographe classique biélorusse	Taraschkewiza	Tarasjkevitsa	Taraškievica	orthography of the Belarusian language	une des normes orthographiques du biélorusse	Klassische Rechtschreibung der belarussischen Sprache		variante de la ortografía del idioma bielorruso
http://www.wikidata.org/entity/Q34174	rif	Tarifit	rifain	Tarifit	Riffijns	rifeño	Zenati Berber language of northern Morocco	langue berbère	Sprache	taal	Lengua amazigh hablada en el noreste de Marruecos
http://www.wikidata.org/entity/Q34152	shi	Tashelhit	chleuh	Taschelhit	Tashelhiyt	chilha	Berber language of southwestern Morocco	langue berbère	Sprache	taal	lengua bereber hablada en Marruecos
http://www.wikidata.org/entity/Q25285	tt	Tatar	tatar	Tatarisch	Tataars	tártaro	Turkic language spoken by Tatars	langue turcique	Turksprache	taal	lengua túrquica hablada por los tártaros
http://www.wikidata.org/entity/Q39132549	tt-cyrl	Tatar in Cyrillic script	tatar en alphabet cyrillique		Tataars in Cyrillisch schrift						
http://www.wikidata.org/entity/Q39134544	tt-latn	Tatar in Latin script	tatar en alphabet latin		Tataars in Latijns schrift						
http://www.wikidata.org/entity/Q34142	tsg	Tausug	tausug	Tausūg	Tausug	joloano	Visayan language spoken in the Philippines and Malaysia	langue bissayenne parlée aux Philippines et en Malaisie	Sprache	taal	lengua bisaya
http://www.wikidata.org/entity/Q7689158	tvn	Tavoyan	tavoyan				language	langue birmane	Sprache	taal	lengua
http://www.wikidata.org/entity/Q24912301	sem-x-taymanit	Taymanitic				Taimanítico	Extinct Central Semitic language of northwest Arabia				
http://www.wikidata.org/entity/Q35573	hus	Teenek	huastèque	Huastekisch	Huaxteeks	Téenek	language	langue maya parlée au Mexique, dans le Sud-Est de l'État de San Luis Potosí et dans le Nord de celui de Veracruz	Sprache	taal	idioma regional mexicano
http://www.wikidata.org/entity/Q8097	te	Telugu	télougou	Telugu	Telugu	télugu	Dravidian language native to South India	langue dravidienne	Sprache aus der dravidischen Sprachfamilie	taal	lengua dravídica
http://www.wikidata.org/entity/Q36656	sjt	Ter Sami	same de Ter	Tersamisch	Ter-Samisch	sami ter	nearly extinct Uralic language	langue	Sprache	taal	idioma más oriental de las lenguas sami
http://www.wikidata.org/entity/Q34125	tet	Tetum	tétoum	Tetum	Tetun	Idioma tetun	Timoric language spoken on the island of Timor	langue	Sprache	taal	lengua malayo-polinesia, oficial de Timor Oriental
http://www.wikidata.org/entity/Q7707309	en-us-tx	Texan English	anglais texan			inglés texano	variety of English spoken in Texas	variété de l'anglais parlée au Texas, aux États-Unis			variedad de inglés hablado en el estado de Texas de EE.UU.
http://www.wikidata.org/entity/Q9217	th	Thai	thaï	Thailändisch	Thai	tailandés	Tai language	langue parlée en Thaïlande	Kam-Tai-Sprache innerhalb der Tai-Kadai-Sprachfamilie	taal	lengua tai, oficial de Tailandia
http://www.wikidata.org/entity/Q676492	ssf	Thao	thao		Thao	Idioma thao	language	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q34271	bo	Tibetan	tibétain	Tibetisch	Tibetaans	idioma tibetano	Tibeto-Burman language	forme standardisée du tibétain central	tibeto-birmanische Sprache	taal	lengua tibetano-birmana de la familia sino-tibetana hablada en el Tíbet, China occidental, Nepal, India y Bután
http://www.wikidata.org/entity/Q34124	ti	Tigrinya	tigrigna	Tigrinya	Tigrinya	idioma tigriña	Semitic language spoken in Ethiopia and Eritrea	langue sémitique parlée en Érythrée et en Éthiopie	Sprache	taal	lengua etiópica
http://www.wikidata.org/entity/Q27792	tli	Tlingit	tlingit	Tlingit	Tlingit	tlingit	language of southeast Alaska and western Canada	langue athapascane	Indianische Sprache im Südosten Alaskas	taal	un idioma indigino de Norteamérica hablado por el pueblo tlingit en Alaska y el Yukon de familia de lenguas na-dené.
http://www.wikidata.org/entity/Q33017	bbc	Toba Batak	batak toba				Batak language spoken by the Toba Batak people	langue	Batak-Sprache	taal	lengua
http://www.wikidata.org/entity/Q34159	tpi	Tok Pisin	tok pisin	Tok Pisin	Tok Pisin	tok pisin	English creole spoken in Papua New Guinea	langue créole parlée en Papouasie-Nouvelle-Guinée	in Papua-Neuguinea gesprochene englischbasierende Kreolsprache	Engelse creoolse taal gesproken in Papoea-Nieuw-Guinea	idioma criollo de Papúa Nueva Guinea
http://www.wikidata.org/entity/Q36846	tok	Toki Pona		Toki Pona	Toki Pona		minimalist language created by Sonja Lang	langue construite inventée par la linguiste et traductrice canadienne Sonja Lang	minimalistische Plansprache, geschaffen von Sonja Lang	minimalistische kunsttaal ontwikkeld door Sonja Lang	lengua construida
